"id","fixing","succeed","res_code","game_id","currency","user_id","user_ssid","actor_id","round_id","bet_amount","bet_result","balance","op_type","mt_code","request","response","server_name","server_ip","refixed","created_at","updated_at","datetime"
"547562058","0","1","0","10002","VND(K)","111810851","646a908bc95373679abe35eb","1772910111810851","480000010459894","0.3000","3.5000","25.8000","roundlog","pro-roundlog-AT480000010459894",,"{""actor_id"":1772910111810851,""antes_v2"":{""0.100000"":{""fever_count"":0,""kill_fishs"":{""3"":{""Count"":1,""HitCount"":1,""SkillHitCount"":0,""WinCredit"":""0.30""},""23"":{""Count"":1,""HitCount"":2,""SkillHitCount"":0,""WinCredit"":""3.20""}},""shoot_count"":3},""0.200000"":{""fever_count"":0,""kill_fishs"":{},""shoot_count"":0},""0.300000"":{""fever_count"":0,""kill_fishs"":{},""shoot_count"":0},""0.400000"":{""fever_count"":0,""kill_fishs"":{},""shoot_count"":0},""0.500000"":{""fever_count"":0,""kill_fishs"":{},""shoot_count"":0},""0.600000"":{""fever_count"":0,""kill_fishs"":{},""shoot_count"":0},""0.700000"":{""fever_count"":0,""kill_fishs"":{},""shoot_count"":0},""0.800000"":{""fever_count"":0,""kill_fishs"":{},""shoot_count"":0},""0.900000"":{""fever_count"":0,""kill_fishs"":{},""shoot_count"":0},""1.000000"":{""fever_count"":0,""kill_fishs"":{},""shoot_count"":0}},""base_antes"":0.1,""base_credit"":""28.50"",""bet_amount"":""0.30"",""bet_result"":""3.50"",""currency"":""VND(K)"",""datetime_begin"":""2023-05-21 19:38:21"",""datetime_end"":""2023-05-21 19:41:01"",""denom"":0.1,""final_credit"":""25.80"",""game_pair_id"":857913116426512600,""ground_type"":""1"",""id"":480000010459894,""room_id"":10469,""total_fever_count"":0,""total_shoot"":3,""user_id"":111810851}","GS48","172.18.0.1","0","2023-05-21 19:41:02","2023-05-21 19:41:02","2023-05-21 19:41:01"
